48,Tomkinson,Charlotte,JR-3,Duke,4:15.68,Duke Invitational,Apr 11,2024
49,Friborg,Samantha,SR-4,Washington,4:15.75,2024 Bryan Clay Invitational,Apr 11,2024
50,Stockman,Elizabeth,JR-3,Richmond,4:15.80,Penn Relays,Apr 25,2024
51,Barnett,Mia,JR-3,Oregon,4:15.81,Oregon State High Performance,Apr 26,2024
52,Hill,Halle,JR-3,Illinois,4:15.86,64th Annual Mt. SAC Relays,Apr 17,2024
53,Mooney,Madison,SR-4,Wisconsin,4:15.95,Stanford Invitational,Mar 29,2024
54,Reiss,Annika,SR-4,Northern Arizona,4:15.98,2024 Bryan Clay Invitational,Apr 11,2024
55,Bilo,Marie,FR-1,Boston College,4:16.01,Virginia Challenge,Apr 19,2024
56,Vringer,Erin,SO-2,Utah,4:16.28,2024 Bryan Clay Invitational,Apr 11,2024
57,Dunne,Aoife,JR-3,Boston College,4:16.32,Virginia Challenge,Apr 19,2024
58,LoStracco,Tiana,JR-3,Arkansas,4:16.35,Tom Jones Memorial Invitational,Apr 12,2024
59,Ullom,Madaline,JR-3,Penn State,4:16.39,Bison Outdoor Classic,Apr 12,2024
60,Hastie,Samantha,JR-3,Michigan,4:16.40,Wake Forest Invitational,Apr 19,2024
61,Mpigachai,Regina,JR-3,Northern Colorado,4:16.46,Tom Jones Memorial Invitational,Apr 12,2024
62,Freeland,Lauren,SR-4,Michigan State,4:16.47,2024 Bryan Clay Invitational,Apr 11,2024
63,Reidy,Erin,JR-3,Minnesota,4:16.51,Gary Wilson Invitational,Apr 24,2024
64,Gapes,Hannah,SO-2,NC State,4:16.57,Wake Forest Invitational,Apr 19,2024
65,Cherubet,Juliet,FR-1,Texas Tech,4:16.72,2024 Bryan Clay Invitational,Apr 11,2024
65,Laverty,Cara,FR-1,Providence,4:16.72,Penn Relays,Apr 25,2024
65,Nielsen,Wilma,JR-3,Washington,4:16.72,Stanford Invitational,Mar 29,2024
68,Sargent,Sadie,SR-4,BYU,4:16.73,2024 Bryan Clay Invitational,Apr 11,2024
69,Mareno,Nevada,SR-4,NC State,4:16.76,Wake Forest Invitational,Apr 19,2024
70,Elbadra,Salma,FR-1,Wyoming,4:16.87,2024 Bryan Clay Invitational,Apr 11,2024
71,Beermann,Jette,JR-3,Elon,4:16.92,Wake Forest Invitational,Apr 19,2024
72,Chisholm,Siona,SO-2,Notre Dame,4:16.94,Wake Forest Invitational,Apr 19,2024
73,Haquet,Augustine,JR-3,Cornell,4:17.13,Virginia Challenge,Apr 19,2024
74,Timm,Caroline,JR-3,Virginia,4:17.16,Virginia Challenge,Apr 19,2024
75,Patterson,Bronwyn,JR-3,Penn,4:17.24,Paul Donahue Invitational at Widener University,Apr 19,2024
76,Schutz,Berlyn,FR-1,Nebraska,4:17.31,2024 Bryan Clay Invitational,Apr 11,2024
76,Lovell,Taylor,SO-2,BYU,4:17.31,Payton Jordan Invitational,Apr 26,2024
78,Whittaker,Juliette,SO-2,Stanford,4:17.35,Stanford Invitational,Mar 29,2024
79,Gonzalez,Chloe,JR-3,Georgetown,4:17.50,Wake Forest Invitational,Apr 19,2024
80,Liebich,Margaret,SR-4,Princeton,4:17.52,Larry Ellis Invitational,Apr 12,2024
81,Augenstein,Charlotte,SR-4,Georgia,4:17.57,Outdoor Music City Challenge,Apr 26,2024
82,Jemutai,Emmaculate,FR-1,Kansas,4:17.87,LSU Battle on the Bayou,Mar 29,2024
83,Thomas,Chloe,JR-3,Connecticut,4:17.93,Jesse Owens Track & Field Classic,Apr 19,2024
84,Marchant,Paige,FR-1,Eastern Michigan,4:17.98,Wake Forest Invitational,Apr 19,2024
84,Hodge,Ellie,SR-4,Baylor,4:17.98,LSU Battle on the Bayou,Mar 29,2024
86,Marvin,Megan,JR-3,Furman,4:18.13,Wake Forest Invitational,Apr 19,2024
87,Dess,Klara,SR-4,New Mexico,4:18.25,2024 Bryan Clay Invitational,Apr 11,2024
88,Whaley,Elizabeth,SO-2,Wake Forest,4:18.35,2024 Charlotte Invitational,Apr 26,2024
89,Farmer,Jacey,SO-2,BYU,4:18.37,Stanford Invitational,Mar 29,2024
90,Eudaly,Mary Ellen,SO-2,Arkansas,4:18.40,John McDonnell Invitational,Apr 18,2024
91,Nelson,Ella,JR-3,Oregon,4:18.43,2024 Bryan Clay Invitational,Apr 11,2024
92,Kirarei,Mercy,FR-1,New Mexico,4:18.47,New Mexico Spring Invitational,Mar 23,2024
93,Lavier,Lilly,SR-4,Oklahoma State,4:18.59,John McDonnell Invitational,Apr 18,2024
94,Hassman,Abigail,SR-4,Northeastern,4:18.60,Penn Relays,Apr 25,2024
95,Carter,Kiara,SR-4,Lipscomb,4:18.72,Raleigh Relays,Mar 28,2024
96,McConnell,Cameron,SO-2,Oklahoma State,4:18.73,John McDonnell Invitational,Apr 18,2024
97,Henriksen,Vilde,JR-3,Toledo,4:18.75,Bison Outdoor Classic,Apr 12,2024
98,Trois,Lou,SR-4,Toledo,4:18.79,Virginia High Performance,Apr 28,2024
99,Moss,Stephanie,JR-3,Oklahoma State,4:18.90,John McDonnell Invitational,Apr 18,2024
100,Boone,Grace,SR-4,Oklahoma State,4:18.93,John McDonnell Invitational,Apr 18,2024
101,Schraft,Janette,SR-4,Iowa State,4:18.97,2024 Bryan Clay Invitational,Apr 11,2024
102,Locker,Katelyn,JR-3,Liberty,4:19.04,Virginia Challenge,Apr 19,2024
103,Tyynismaa,Amaris,SR-4,NC State,4:19.17,Raleigh Relays,Mar 28,2024
104,Kearney,Cassie,SR-4,Michigan,4:19.23,USF Bulls Alumni Invitational,Mar 15,2024
105,Heiligenthal,Victoria,SR-4,Wisconsin,4:19.37,Penn Relays,Apr 25,2024
106,Pittman,Rose,JR-3,UCLA,4:19.39,2024 Bryan Clay Invitational,Apr 11,2024
107,Trippett,Madison,SR-4,Richmond,4:19.44,Penn Relays,Apr 25,2024
108,Mastin,Kylee,SR-4,Marshall,4:19.49,Outdoor Music City Challenge,Apr 26,2024
109,Twomey,Anna,JR-3,Elon,4:19.53,Penn Relays,Apr 25,2024
110,David,Tatum,FR-1,Virginia,4:19.79,Virginia Challenge,Apr 19,2024
111,Anderson,Alicia,SR-4,Gonzaga,4:19.88,114th Drake Relays,Apr 24,2024
112,Porcher,Maelle,SO-2,Iowa State,4:19.89,Stanford Invitational,Mar 29,2024
113,Hulsey,Madison,JR-3,Ole Miss,4:19.93,Tom Jones Memorial Invitational,Apr 12,2024
114,Stanziano,Rayna,JR-3,St. Mary's (Cal.),4:19.95,Payton Jordan Invitational,Apr 26,2024
115,Salmon,Penelope,SO-2,Harvard,4:19.96,Wake Forest Invitational,Apr 19,2024
116,McGill,Emma,SO-2,Villanova,4:19.99,Penn Relays,Apr 25,2024
117,Nowakowska,Katarzyna,FR-1,Utah,4:20.05,114th Drake Relays,Apr 24,2024
118,McConnell,Quinn,JR-3,Colorado St.,4:20.07,2024 Bryan Clay Invitational,Apr 11,2024
119,Anderson,Phoebe,JR-3,Columbia,4:20.13,Larry Ellis Invitational,Apr 12,2024
120,Kennedy,Sophia,FR-1,Stanford,4:20.14,Payton Jordan Invitational,Apr 26,2024
121,Scrimgeour,Chloe,JR-3,Georgetown,4:20.20,2024 George Mason Ebanks Invitational,Apr 5,2024
122,Hardy,Callie,JR-3,LSU,4:20.26,LSU Battle on the Bayou,Mar 29,2024
123,Collins,Willow,JR-3,Gonzaga,4:20.32,2024 Bryan Clay Invitational,Apr 11,2024
124,Osika,Katie,SR-4,Michigan State,4:20.37,Raleigh Relays,Mar 28,2024
125,McCowan,Phoebe,JR-3,Kentucky,4:20.41,2024 Jim Green Invitational,Apr 19,2024
126,Broemmel,Rahel,SO-2,Arkansas State,4:20.44,Joe Walker Invitational,Apr 5,2024
127,Dundon,Zoie,FR-1,Minnesota,4:20.53,114th Drake Relays,Apr 24,2024
128,Rinn,Brianna,SO-2,Utah,4:20.56,2024 Bryan Clay Invitational,Apr 11,2024
129,Flynn,Sarah,JR-3,Boston College,4:20.59,Virginia High Performance,Apr 28,2024
130,Rabius,Jessica,SR-4,Houston Christian,4:20.61,2024 Bryan Clay Invitational,Apr 11,2024
131,Coffin,Anna,SR-4,Maryland,4:20.64,Penn Relays,Apr 25,2024
132,Napoleon,Angelina,FR-1,NC State,4:20.70,Penn Relays,Apr 25,2024
132,Jelelgo,Silvia,FR-1,Clemson,4:20.70,Tom Jones Memorial Invitational,Apr 12,2024
132,Cornejo,Tatiana,SO-2,Cal Poly,4:20.70,Payton Jordan Invitational,Apr 26,2024
135,Hill,Madelynn,SR-4,Iowa State,4:20.98,114th Drake Relays,Apr 24,2024
136,Wraith,Trixie,SO-2,Bradley,4:21.01,Raleigh Relays,Mar 28,2024
137,Coppinger,Addison,SR-4,Kansas,4:21.07,LSU Battle on the Bayou,Mar 29,2024
137,Beach,Riley,SO-2,Iowa State,4:21.07,114th Drake Relays,Apr 24,2024
139,Martin,Kyla,FR-1,Utah,4:21.09,2024 Bryan Clay Invitational,Apr 11,2024
140,Nyathi,Faith,SO-2,Mid. Tenn. State,4:21.20,Outdoor Music City Challenge,Apr 26,2024
140,Austridge,Yasmin,SR-4,Colorado St.,4:21.20,2024 Bryan Clay Invitational,Apr 11,2024
142,Hickey,Rachel,SR-4,Baylor,4:21.28,LSU Battle on the Bayou,Mar 29,2024
143,Hassebrock,Ava,SR-4,Virginia Tech,4:21.29,Virginia High Performance,Apr 28,2024
144,Doan,Calli,SR-4,Liberty,4:21.34,2024 Bryan Clay Invitational,Apr 11,2024
145,Lastra,Valerie,JR-3,FIU,4:21.35,Pepsi Florida Relays,Mar 29,2024
146,Simpson,Tilly,SR-4,Michigan,4:21.43,USF Bulls Alumni Invitational,Mar 15,2024
147,Hudson,Molly,JR-3,Boston College,4:21.47,2024 Bryan Clay Invitational,Apr 11,2024
148,Kackley,Maddie,JR-3,UC Davis,4:21.49,2024 Causeway Classic,Apr 26,2024
149,Moore,Nikita,JR-3,Northern Arizona,4:21.52,2024 Bryan Clay Invitational,Apr 11,2024
150,Little Light,Sydney,SR-4,Eastern Kentucky,4:21.53,2024 Jim Green Invitational,Apr 19,2024
151,Pickering,Sarah,FR-1,Penn State,4:21.54,Penn Relays,Apr 25,2024
152,Rourke,Lucinda,JR-3,Florida,4:21.55,Tom Jones Memorial Invitational,Apr 12,2024
153,Baloga,Karrie,FR-1,Northern Arizona,4:21.57,2024 Bryan Clay Invitational,Apr 11,2024
154,Borland,Colbi,SR-4,Lipscomb,4:21.63,Outdoor Music City Challenge,Apr 26,2024
155,Haisch,Adeline,JR-3,Samford,4:21.64,Crimson Tide Invitational,Apr 5,2024
156,Kruger,Ally,SO-2,Kentucky,4:21.70,Tom Jones Memorial Invitational,Apr 12,2024
157,Finger,Kylie,SO-2,Wisconsin,4:21.75,Penn Relays,Apr 25,2024
158,Stephens,Leah,FR-1,NC State,4:21.77,Duke Invitational,Apr 11,2024
159,Shapiro,Natalie,JR-3,Dartmouth,4:21.82,2024 UMass-Lowell George Davis Invitational,Apr 19,2024
160,Desmond,Ellie,SR-4,Virginia,4:21.84,Virginia Grand Prix,Apr 12,2024
160,Bloom,Lani,FR-1,Michigan,4:21.84,Clyde Hart Classic,Mar 22,2024
162,Herberg,Haley,SR-4,Washington,4:21.87,2024 Bryan Clay Invitational,Apr 11,2024
163,Keeney,Ashlyn,SO-2,Iowa State,4:21.93,114th Drake Relays,Apr 24,2024
164,Kolbe,Smilla,SO-2,North Florida,4:21.99,Georgia Tech Invitational,Apr 19,2024
165,Cole,Emily,SR-4,Duke,4:22.00,Duke Invitational,Apr 11,2024
166,Taborda,Laura,SR-4,Arkansas,4:22.03,Tom Jones Memorial Invitational,Apr 12,2024
167,Watcke,Emma,JR-3,Loyola (Ill.),4:22.08,Elmhurst Twilight Invitational,Apr 25,2024
168,Flynn,Lily,JR-3,Boston College,4:22.09,Virginia High Performance,Apr 28,2024
169,Schiera,Kayla,SR-4,Western Michigan,4:22.10,GVSU Extra Weekend Meet,Apr 25,2024
169,Heikes,Bella,SO-2,Iowa State,4:22.10,114th Drake Relays,Apr 24,2024
171,Roark,Savannah,JR-3,Syracuse,4:22.12,Virginia Challenge,Apr 19,2024
172,David-Smith,Julia,SO-2,Washington,4:22.16,2024 Bryan Clay Invitational,Apr 11,2024
173,Secor,Jessie,FR-1,Tennessee,4:22.18,Wake Forest Invitational,Apr 19,2024
174,Burton,Sydney,SR-4,Kansas State,4:22.37,Hurricane Invitational,Mar 15,2024
175,Pietrasiewicz,Bella,JR-3,Dartmouth,4:22.46,2024 UMass-Lowell George Davis Invitational,Apr 19,2024
176,Monk,Montana,SO-2,LSU,4:22.50,Hurricane Invitational,Mar 15,2024
177,Jansen,Nicola,SO-2,New Mexico,4:22.58,Desert Heat Classic 2024,Apr 27,2024
177,Hlusi,Natalie,SO-2,San Francisco,4:22.58,2024 Hornet Invite,Mar 15,2024
179,Weidler,Brianna,JR-3,UC Davis,4:22.64,2024 Hornet Invite,Mar 15,2024
180,Hogue,McKenzie,JR-3,Alabama,4:22.65,Crimson Tide Invitational,Apr 5,2024
181,Sievern,Claire,SR-4,Notre Dame,4:22.66,Raleigh Relays,Mar 28,2024
182,Wennersten,Camryn,FR-1,Furman,4:22.67,Wake Forest Invitational,Apr 19,2024
183,Petr,Anna,JR-3,Colorado St.,4:22.68,Mines Kit Mayer,Apr 19,2024
184,Borowiak,Olivia,SR-4,DePaul,4:22.72,114th Drake Relays,Apr 24,2024
185,Krebs,Makenna,SR-4,Penn State,4:22.77,Bison Outdoor Classic,Apr 12,2024
186,Cheney,Mikayla,FR-1,Army West Point,4:22.80,Pepsi Florida Relays,Mar 29,2024
187,Dreher,Molly,SR-4,St. Mary's (Cal.),4:22.90,2024 Hornet Invite,Mar 15,2024
188,Lavassas,Daphnee,JR-3,Miami (Fla.),4:22.91,Pepsi Florida Relays,Mar 29,2024
189,Alanis,Fatima,SR-4,North Carolina,4:22.94,2024 Charlotte Invitational,Apr 26,2024
190,Christopher-Moody,Kyla,JR-3,Montana State,4:22.99,2024 Bryan Clay Invitational,Apr 11,2024
191,Baumann,Sophie,SO-2,Ole Miss,4:23.08,Tom Jones Memorial Invitational,Apr 12,2024
192,Kimtai,Neema,SR-4,Washington St.,4:23.15,2024 Bryan Clay Invitational,Apr 11,2024
193,Bauer,Alex,JR-3,Toledo,4:23.32,Wake Forest Invitational,Apr 19,2024
194,Morley,Bryn,SR-4,Northern Arizona,4:23.33,2024 Bryan Clay Invitational,Apr 11,2024
195,Mihas,Marianne,JR-3,Harvard,4:23.48,Wake Forest Invitational,Apr 19,2024
196,Aesoph,Amber,JR-3,Iowa,4:23.52,Desert Heat Classic 2024,Apr 27,2024
197,Brady,Mary,JR-3,Georgia Tech,4:23.57,Georgia Tech Invitational,Apr 19,2024
198,Wilson,Brooke,FR-1,Wake Forest,4:23.60,Duke Invitational,Apr 11,2024
199,Hock,Maggie,JR-3,Virginia,4:23.62,Raleigh Relays,Mar 28,2024
200,Price,Star,JR-3,Virginia Tech,4:23.63,2024 Colonial Relays,Apr 4,2024
201,Allman,Audrey,SO-2,Vanderbilt,4:23.65,Joe Walker Invitational,Apr 5,2024
202,Borsheim,Ella,SO-2,Washington,4:23.68,2024 Bryan Clay Invitational,Apr 11,2024
203,Hunter-Galvan,Taigen,SR-4,Rice,4:23.70,2024 Bryan Clay Invitational,Apr 11,2024
204,Stewart,Riley,SO-2,Stanford,4:23.74,Stanford Invitational,Mar 29,2024
205,Hancock,Abigail,JR-3,Bradley,4:23.76,Raleigh Relays,Mar 28,2024
206,Lomeli,Alex,SR-4,San Diego St.,4:23.83,45th Aztec Invitational,Mar 22,2024
207,Flynn,Julia,SO-2,Stanford,4:23.91,Stanford Invitational,Mar 29,2024
208,Moore,Keira,FR-1,Northern Arizona,4:23.94,2024 Bryan Clay Invitational,Apr 11,2024
209,Keller,Katie,SR-4,Samford,4:23.97,Crimson Tide Invitational,Apr 5,2024
209,Hinkle,Payton,SO-2,Oklahoma State,4:23.97,2024 Bryan Clay Invitational,Apr 11,2024
211,Fonville,Linde,SO-2,Yale,4:24.05,Wake Forest Invitational,Apr 19,2024
211,Earl,Ava,JR-3,Northwestern,4:24.05,Gary Wieneke Memorial,Apr 13,2024
213,Hamilton,Katie,JR-3,Duke,4:24.06,Wake Forest Invitational,Apr 19,2024
214,Eckel,Sarah,SR-4,New Mexico,4:24.07,Don Kirby Tailwind Open,Apr 19,2024
215,Putman,Kate,FR-1,NC State,4:24.11,Wake Forest Invitational,Apr 19,2024
216,Saenz,Samantha,SR-4,Michigan,4:24.15,USF Bulls Alumni Invitational,Mar 15,2024
217,Wanjiku,Josphine,FR-1,Kansas State,4:24.19,Hurricane Invitational,Mar 15,2024
218,Parra,Abigail,SO-2,Texas State,4:24.27,Texas Invitational,Apr 26,2024
219,Johnston,Lauren,SR-4,Charlotte,4:24.28,2024 Bryan Clay Invitational,Apr 11,2024
220,Bergman,Mia,JR-3,Cal St. Fullerton,4:24.37,Steve Scott Invitational,Apr 26,2024
221,Brewer,Ellie,SO-2,Lipscomb,4:24.44,Joe Walker Invitational,Apr 5,2024
222,Willemse,Leane,SO-2,Wisconsin,4:24.45,Stanford Invitational,Mar 29,2024
223,Hilton,Macey,SO-2,SMU,4:24.46,Clyde Hart Classic,Mar 22,2024
224,Sumner,Brynne,SR-4,Clemson,4:24.54,UCF Knights Invite,Mar 22,2024
224,Stewart,Hannah,JR-3,Kansas State,4:24.54,Hurricane Invitational,Mar 15,2024
226,Napoleon,Gia,SR-4,Ohio State,4:24.74,USF Bulls Alumni Invitational,Mar 15,2024
227,Manzano Jimeno,Bethelhem,JR-3,Jacksonville St.,4:24.75,Georgia Tech Invitational,Apr 19,2024
228,Coetzee,Gene,SO-2,Auburn,4:24.76,LSU Invitational,Apr 27,2024
229,Morabito,Brooke,SR-4,Central Connecticut,4:24.77,Penn Relays,Apr 25,2024
229,Clark,Krystal,JR-3,Toledo,4:24.77,Raleigh Relays,Mar 28,2024
231,Sanga,Purity,SR-4,Mid. Tenn. State,4:24.87,Outdoor Music City Challenge,Apr 26,2024
232,Jepchumba,Odilia,FR-1,Mid. Tenn. State,4:24.89,2024 Bryan Clay Invitational,Apr 11,2024
233,Phelps,Lainey,SR-4,Vanderbilt,4:24.93,Outdoor Music City Challenge,Apr 26,2024
234,Hagelin,Saga,FR-1,Weber State,4:24.97,2024 BYU Robison Invitational,Apr 25,2024
234,Latema,Lona,SR-4,Kansas,4:24.97,2024 Jim Click Shootout,Apr 5,2024
236,Larkin,Gracelyn,SR-4,Northern Arizona,4:25.00,2024 Bryan Clay Invitational,Apr 11,2024
237,Grant,Molly,JR-3,Notre Dame,4:25.03,GVSU Extra Weekend Meet,Apr 25,2024
237,Farley,Gretchen,FR-1,Notre Dame,4:25.03,Raleigh Relays,Mar 28,2024
239,Gearin,Kaitlyn,JR-3,SMU,4:25.07,Clyde Hart Classic,Mar 22,2024
240,Murray,Andie,SO-2,Dartmouth,4:25.11,2024 UMass-Lowell George Davis Invitational,Apr 19,2024
241,Coe,Elizabeth,FR-1,Virginia Tech,4:25.14,Virginia High Performance,Apr 28,2024
242,Engels,Rylan,SR-4,TCU,4:25.15,Texas A&M Invite,Mar 23,2024
243,Gay,Malia,JR-3,UC Irvine,4:25.30,2024 Bryan Clay Invitational,Apr 11,2024
244,Steely,Sydney,SR-4,Kentucky,4:25.33,Stanford Invitational,Mar 29,2024
245,Soukup,Rachel,FR-1,Belmont,4:25.35,Outdoor Music City Challenge,Apr 26,2024
246,Rogers,Samantha,JR-3,Auburn,4:25.38,LSU Invitational,Apr 27,2024
247,Dube,Mya,SR-4,Montana State,4:25.40,2024 Bryan Clay Invitational,Apr 11,2024
248,Dobson,Ava,JR-3,North Carolina,4:25.42,2024 Charlotte Invitational,Apr 26,2024
249,Clatworthy,Nia,JR-3,Lamar,4:25.47,John McDonnell Invitational,Apr 18,2024
250,Tavella,Emma,SR-4,Boston College,4:25.63,Virginia High Performance,Apr 28,2024
251,Santos,Daniella,JR-3,Ohio State,4:25.64,Penn Relays,Apr 25,2024
251,Rodriguez,Alessandra,JR-3,Louisville,4:25.64,Clark Wood Open 2024,Apr 26,2024
251,Kutluk,Yonca,SR-4,North Dakota,4:25.64,Gary Wilson Invitational,Apr 24,2024
254,Towns,Tracy,SR-4,USC,4:25.65,UCLA vs. USC Dual 2024,Apr 27,2024
255,Potgieter,Nadia,FR-1,Bradley,4:25.72,Raleigh Relays,Mar 28,2024
256,Hunt,Tessa,SR-4,Providence,4:25.80,2024 Friar Invitational,Apr 12,2024
257,Toti,Sophia,JR-3,Penn State,4:25.84,Bison Outdoor Classic,Apr 12,2024
257,Schipperen,Bieke,SO-2,Florida State,4:25.84,Tom Jones Memorial Invitational,Apr 12,2024
259,Barksdale,Carolyn,JR-3,Tennessee,4:25.85,Raleigh Relays,Mar 28,2024
260,Schweizer,Kelsey,SR-4,Missouri,4:25.88,Stanford Invitational,Mar 29,2024
261,Klebe,Abby,SO-2,Lehigh,4:25.91,Bison Outdoor Classic,Apr 12,2024
262,Revord,Reilly,SR-4,Missouri,4:25.95,2024 Bryan Clay Invitational,Apr 11,2024
263,Ogle,Hayley,JR-3,Miss State,4:25.97,LSU Battle on the Bayou,Mar 29,2024
264,Kuhn,Andrea,SR-4,Ohio State,4:25.99,Penn Relays,Apr 25,2024
265,Baesler,Reagan,SO-2,North Dakota State,4:26.00,114th Drake Relays,Apr 24,2024
265,O'Connor,Tilly,FR-1,Villanova,4:26.00,Virginia Challenge,Apr 19,2024
267,Morrison,Keaton,SO-2,Alabama,4:26.03,2024 Bryan Clay Invitational,Apr 11,2024
268,Bushee,Gillian,FR-1,Virginia,4:26.05,Virginia High Performance,Apr 28,2024
268,Brown,Brynn,JR-3,North Carolina,4:26.05,Duke Invitational,Apr 11,2024
270,Barrera,Gabi,JR-3,Oklahoma,4:26.10,Clyde Hart Classic,Mar 22,2024
270,Robertson,Abigail,SR-4,Furman,4:26.10,Bob Davidson Team Challenge presented by Norris Woody,Mar 22,2024
272,Rayle,Maya,SR-4,Wisconsin,4:26.11,Stanford Invitational,Mar 29,2024
273,Carter,Abby,SR-4,Dayton,4:26.14,Tennessee Invite,Apr 5,2024
274,Everett,Amelia,FR-1,Stanford,4:26.16,2024 Bryan Clay Invitational,Apr 11,2024
275,Brooks,Sage,SO-2,Oregon State,4:26.17,OSU PNW Invitational,Mar 16,2024
276,Beckford,Kelly-Ann,SR-4,Houston,4:26.20,J Fred Duckett Twilight Meet,Apr 20,2024
277,Preigh,Marlena,SR-4,Washington,4:26.26,2024 Bryan Clay Invitational,Apr 11,2024
278,Cano,Maria,SR-4,Eastern Kentucky,4:26.27,2024 Jim Green Invitational,Apr 19,2024
279,Kane,Mia,JR-3,UCLA,4:26.31,UCLA vs. USC Dual 2024,Apr 27,2024
280,Matysik,Nicole,JR-3,Furman,4:26.35,Bob Davidson Team Challenge presented by Norris Woody,Mar 22,2024
281,El Arfaoui,Bahiya,FR-1,Eastern Kentucky,4:26.37,2024 Jim Green Invitational,Apr 19,2024
282,Blazo,Madelyn,SO-2,Wyoming,4:26.39,Doug Max Invitational,Apr 28,2024
